commissioner;category;persons;date;year;month;day;met_with;subject;link
McGuiness_cabinet;cabinet;Agnieszka Drzewoska, Deirdre O’Hea, Patricia Reilly;20.04.2023;2023.0;4.0;20.0;Zurich Insurance Company Ltd;retail investment, investor protection and sustainable finance;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=499059113403-37
Urpilainen_cabinet;cabinet;Renaud Savignat;13.04.2023;2023.0;4.0;13.0;Bill & Melinda Gates Foundation;Exchange of views on the EFSD+;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=371567915480-41
Urpilainen;commissioner;;08.05.2023;2023.0;5.0;8.0;Nokia;"Global Gateway; digital transformation in partner countries. As part of her Europe Day mission to Oulu, Kajaani and Kuopio, Commissioner Urpilainen visited Nokia's Oulu site.";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=35167875358-33
Dombrovskis_cabinet;cabinet;Zaneta Vegnere;23.05.2023;2023.0;5.0;23.0;France Industrie;Economic Security;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=60974102057-03
Varhelyi;commissioner;;23.05.2023;2023.0;5.0;23.0;Federal Union of European Nationalities;Minority rights in the EU enlargement process - meeting with the Cultural Alliance of Hungarians in Sub-Carpathia;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=331310413543-50
Varhelyi;commissioner;;23.05.2023;2023.0;5.0;23.0;Szövetség a Polgári Magyarországért Alapítvány;EU-Western Balkans relations;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=444713544475-78
Dalli_cabinet;cabinet;Lesia Radelicki;23.05.2023;2023.0;5.0;23.0;European Network of Migrant Women;INI report on prostitution / VAWG directive;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=458348329860-11
Sinkevicius;commissioner;;16.05.2023;2023.0;5.0;16.0;The European Steel Association;Exchange views on the role of the steel sector in the green transition, barriers to access to secondary raw materials, and on-going EU circular economy initiatives;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=93038071152-83
Sinkevicius_cabinet;cabinet;Rozalina Petrova;16.05.2023;2023.0;5.0;16.0;The European Steel Association;Exchange views on the role of the steel sector in the green transition, barriers to access to secondary raw materials, and on-going EU circular economy initiatives;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=93038071152-83
Timmermans;commissioner;;11.05.2023;2023.0;5.0;11.0;Havenbedrijf Rotterdam NV;Energy transition in European ports;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=930637620172-95
Sinkevicius;commissioner;;24.04.2023;2023.0;4.0;24.0;European Association of Mining Industries, Metal Ores & Industrial Minerals;Exchange views on incentives and bottlenecks for the EU mining sector to contribute to security of supply and open strategic autonomy in raw materials;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=62722978644-95
Sinkevicius_cabinet;cabinet;Rozalina Petrova;24.04.2023;2023.0;4.0;24.0;European Association of Mining Industries, Metal Ores & Industrial Minerals;Exchange views on incentives and bottlenecks for the EU mining sector to contribute to security of supply and open strategic autonomy in raw materials;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=62722978644-95
Urpilainen_cabinet;cabinet;Suvi Leinonen;24.05.2023;2023.0;5.0;24.0;Finnish Forest Industries Federation (Metsäteollisuus ry);Forests;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=39671713910-36
Valean_cabinet;cabinet;Rachel Smit, Pablo Fabregas Martinez;23.05.2023;2023.0;5.0;23.0;Expedia Group;Meeting on Pax Rights review.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=310742426359-07
Hahn;commissioner;;24.05.2023;2023.0;5.0;24.0;VERBUND AG;Current developments in the energy market;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=09571422185-81
Hahn_cabinet;cabinet;Martina Krobath;24.05.2023;2023.0;5.0;24.0;VERBUND AG;Current developments in the energy market;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=09571422185-81
McGuiness_cabinet;cabinet;Agnieszka Drzewoska;04.05.2023;2023.0;5.0;4.0;WWF European Policy Programme;Retail Investment Strategy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=1414929419-24
Hahn;commissioner;;11.05.2023;2023.0;5.0;11.0;Rasmussen Global;Economic Outlook;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=923424020779-19
Schinas;commissioner;;24.05.2023;2023.0;5.0;24.0;Google;Cybersecurity, Cybersecurity Skills Academy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=03181945560-59
Schinas_cabinet;cabinet;Chris Uregian, Despina Spanou;24.05.2023;2023.0;5.0;24.0;Google;Cybersecurity, Cybersecurity Skills Academy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=03181945560-59
Hahn_cabinet;cabinet;Martina Krobath;24.05.2023;2023.0;5.0;24.0;Raiffeisen Bank International AG;Current developments in financial markets;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=33858106461-10
Von der Leyen;commissioner;;20.05.2023;2023.0;5.0;20.0;Nokia;Brief meeting with Nokia CEO in the context of the ‘Partnership for Global Infrastructure and Investment’ G7 initiative and Global Gateway, in the framework of the G7 Summit”;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=35167875358-33
Borrell_cabinet;cabinet;Anne Bergenfelt;25.05.2023;2023.0;5.0;25.0;Third Generation Environmentalism Ltd;Climate change, peace and security;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=07783117686-61
Simson_cabinet;cabinet;Thor-Sten Vertmann;25.05.2023;2023.0;5.0;25.0;Deutsche Industrie- und Handelskammer;Green Deal files and Electricity Market Design;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=22400601191-42
Reynders;commissioner;;25.05.2023;2023.0;5.0;25.0;BUSINESSEUROPE;Corporate Sustainability Due Diligence Directive;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=3978240953-79
Reynders_cabinet;cabinet;Lucrezia Busa;25.05.2023;2023.0;5.0;25.0;BUSINESSEUROPE;Corporate Sustainability Due Diligence Directive;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=3978240953-79
Ferreira_cabinet;cabinet;Francisco Barros Castro, Hugo Monteiro Brilhante Sobral;16.05.2023;2023.0;5.0;16.0;Airholding S.A.;Embraer strategy for Europe and the future of aviation;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=151979748058-04
McGuiness_cabinet;cabinet;Agnieszka Drzewoska;25.04.2023;2023.0;4.0;25.0;Wise Ltd;Payments, Remittances, Iban discrimination.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=843309518020-96
McGuiness_cabinet;cabinet;Agnieszka Drzewoska;24.04.2023;2023.0;4.0;24.0;Wise Ltd;Preparatory Meeting fo the Meeting with the Commissioner;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=843309518020-96
Dombrovskis_cabinet;cabinet;Michael Hager;16.05.2023;2023.0;5.0;16.0;Finland Chamber of Commerce (Keskuskauppakamari);Outlook for EU Economic Policy and EU-US Trade Relations;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=5552918474-13
Breton_cabinet;cabinet;Joan Canton;12.05.2023;2023.0;5.0;12.0;Cobalt Institute;will follow;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=635532237570-09
Ferreira_cabinet;cabinet;Wioletta Dunin-Majewska;25.05.2023;2023.0;5.0;25.0;Water Europe;Cohesion policy investment and other types of support for the water systems and management.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=43176485302-45
Timmermans_cabinet;cabinet;Diederik Samsom, Anthony Agotha;24.05.2023;2023.0;5.0;24.0;Centre for European Reform;Climate Agenda;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=524976815651-12
Timmermans_cabinet;cabinet;Diederik Samsom;24.05.2023;2023.0;5.0;24.0;CEMBUREAU - The European Cement Association;Net Zero Industry Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=93987316076-63
Timmermans_cabinet;cabinet;Daniel Mes, Diederik Samsom;17.05.2023;2023.0;5.0;17.0;International Consolidated Airlines Group;EU Green Deal;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=60340504060-88
Timmermans_cabinet;cabinet;Diederik Samsom, Daniel Mes;17.05.2023;2023.0;5.0;17.0;Scania AB (publ), Kreab, MAN Truck & Bus SE;CO2 review for HDVs and EURO VII for trucks;
Timmermans_cabinet;cabinet;Stefanie Hiesinger, Diederik Samsom;16.05.2023;2023.0;5.0;16.0;Finland Chamber of Commerce (Keskuskauppakamari);The Green Deal Industrial Plan and the EU’s 2040 Climate Targets;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=5552918474-13
Timmermans_cabinet;cabinet;Diederik Samsom, Antoine Colombani;16.05.2023;2023.0;5.0;16.0;BlackRock;Net Zero Industry Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=51436554494-18
Timmermans_cabinet;cabinet;Diederik Samsom;25.04.2023;2023.0;4.0;25.0;ABB Ltd, EUROGAS aisbl, TERNA ENERGY SOCIETE ANONYME, Air Products, Equinor ASA, Eni S.p.A., IVECO GROUP N.V., Tree Energy Solutions GmbH, ExxonMobil Petroleum & Chemical, International Association of Oil & Gas Producers Europe, Hydrogen Europe, European Biogas Association, Gas Infrastructure Europe, Koninklijke Vopak N.V.;Energy, environmental and digital challenges of our time;
Varhelyi_cabinet;cabinet;Szabolcs Horvath;30.05.2023;2023.0;5.0;30.0;Western Balkans 6 Chamber Investment Forum;•	Regional economic integration of the Western Balkans and the role of the Western Balkans 6 Chamber Investment Forum (WB6 CIF);https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=297325649956-77
Timmermans_cabinet;cabinet;Helena Braun;25.05.2023;2023.0;5.0;25.0;Familienbetriebe Land und Forst Bayern e.V.;EU forest related policies, including the proposal for the EU Nature Restoration Law;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=242970847875-41
Timmermans_cabinet;cabinet;Helena Braun;25.05.2023;2023.0;5.0;25.0;Amazon Europe Core SARL;Discussion on circular economy, including packaging, and biodiversity;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=366117914426-10
McGuiness;commissioner;;25.05.2023;2023.0;5.0;25.0;BUSINESSEUROPE;Corporate sustainability reporting, corporate due diligence, sanctions;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=3978240953-79
McGuiness_cabinet;cabinet;Katherine Power;25.05.2023;2023.0;5.0;25.0;BUSINESSEUROPE;Corporate sustainability reporting, corporate due diligence, sanctions;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=3978240953-79
McGuiness_cabinet;cabinet;Katherine Power;25.05.2023;2023.0;5.0;25.0;VEON Ltd;Divestment from Russia;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=343076046534-12
Sefcovic_cabinet;cabinet;Dimitri Lorenzani;24.05.2023;2023.0;5.0;24.0;Verkor;Exchange on the European competitiveness in battery production and access to CRM;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=459816748143-09
Dombrovskis;commissioner;;23.05.2023;2023.0;5.0;23.0;Banco Santander, S.A.;Capital Markets Union, Banking Union, sustainable finance, digital finance;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=799142914971-03
Timmermans_cabinet;cabinet;Helena Braun;23.05.2023;2023.0;5.0;23.0;RWE AG;Implementation of circular economy and chemical recycling;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=77608353460-77
Sefcovic_cabinet;cabinet;Carsten Schierenbeck, Dimitri Lorenzani;23.05.2023;2023.0;5.0;23.0;Orgalim – Europe's Technology Industries;Exchange on Strategic Foresight and Better Regulation;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=20210641335-88
McGuiness_cabinet;cabinet;Katherine Power;23.05.2023;2023.0;5.0;23.0;European farmers, European agri-cooperatives;New genomic techniques and revision of legislation on seeds;
Varhelyi_cabinet;cabinet;Szabolcs Horvath;23.05.2023;2023.0;5.0;23.0;Szövetség a Polgári Magyarországért Alapítvány;EU-Western Balkans relations;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=444713544475-78
Dombrovskis;commissioner;;22.05.2023;2023.0;5.0;22.0;Erste Group Bank AG;"Capital Markets Union; banking sector; EU economic outlook; Central and Eastern European markets";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=910859715397-14
McGuiness_cabinet;cabinet;Katherine Power;22.05.2023;2023.0;5.0;22.0;AMUNDI AM, Paris EUROPLACE;ESG Ratings;
Timmermans_cabinet;cabinet;Helena Braun;17.05.2023;2023.0;5.0;17.0;THE NATURE CONSERVANCY IN EUROPE gemeinnützige GmbH;Implementation of the EU Biodiversity Strategy for 2030 and nature restoration;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=116042012787-45
McGuiness_cabinet;cabinet;Katherine Power, Patricia Reilly;17.05.2023;2023.0;5.0;17.0;Manufacture Française des Pneumatiques Michelin;Sustainable finance;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=1413466815-09
Timmermans_cabinet;cabinet;Helena Braun;16.05.2023;2023.0;5.0;16.0;Cambridge Institute for Sustainability Leadership;Implementation of the EU Biodiversity Strategy for 2030 and nature restoration;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=610535346745-80
Sefcovic;commissioner;;16.05.2023;2023.0;5.0;16.0;Talga Group Ltd;Exchange on Battery value chain / EU critical raw materials policy with the CEO;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=465433243069-58
Sefcovic_cabinet;cabinet;Dimitri Lorenzani;16.05.2023;2023.0;5.0;16.0;Talga Group Ltd;Exchange on Battery value chain / EU critical raw materials policy with the CEO;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=465433243069-58
Sefcovic_cabinet;cabinet;Dimitri Lorenzani;12.05.2023;2023.0;5.0;12.0;SEC NEWGATE EU;Exchange on Strategic Foresight Report;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=23020671103-67
Von der Leyen_cabinet;cabinet;Peter van Kemseke;15.05.2023;2023.0;5.0;15.0;Stichting European Climate Foundation;discussion on their report and COP28;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=64869491516-70
Urpilainen_cabinet;cabinet;Tuure Taneli Lahti, Sandra Bartelt;25.05.2023;2023.0;5.0;25.0;Scatec ASA;Global Gateway;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=766313146816-02
Urpilainen_cabinet;cabinet;Tuure Taneli Lahti;16.05.2023;2023.0;5.0;16.0;Finland Chamber of Commerce (Keskuskauppakamari);EU as an international actor;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=5552918474-13
